id,name,type,posted,recommended,qlink
1705598,icza,recognized,2021-07-08,,https://stackoverflow.com/questions/68300187
1705598,icza,recognized,2021-07-08,,https://stackoverflow.com/questions/68299983
1645024,bcmills,recognized,2021-07-07,,https://stackoverflow.com/questions/68261085
1645024,bcmills,recognized,2021-07-07,,https://stackoverflow.com/questions/57897526
1645024,bcmills,recognized,2021-07-07,,https://stackoverflow.com/questions/68290021
1891,Jay Conrod,recognized,2021-07-07,,https://stackoverflow.com/questions/68289971
1705598,icza,recognized,2021-07-07,,https://stackoverflow.com/questions/68284627
1705598,icza,recognized,2021-07-07,,https://stackoverflow.com/questions/68280753
1891,Jay Conrod,recognized,2021-07-06,,https://stackoverflow.com/questions/68273365
1705598,icza,recognized,2021-07-06,,https://stackoverflow.com/questions/68267574
11424673,Hymns For Disco,recommendation,2021-07-06,2021-07-06,https://stackoverflow.com/questions/68263737
15987147,Gopher,recommendation,2021-07-06,2021-07-06,https://stackoverflow.com/questions/68265032
1705598,icza,recognized,2021-07-04,,https://stackoverflow.com/questions/68244572
1002260,Zombo,recommendation,2021-07-05,2021-07-06,https://stackoverflow.com/questions/68247982
1832966,Kyle Lemons,recognized,2021-07-03,,https://stackoverflow.com/questions/68218469
485343,rustyx,recommendation,2021-07-03,2021-07-03,https://stackoverflow.com/questions/68230802
1400793,Paul Hankin,recommendation,2021-07-03,2021-07-03,https://stackoverflow.com/questions/68235859
8206,Eli Bendersky,recognized,2021-07-02,,https://stackoverflow.com/questions/7970390
1705598,icza,recognized,2021-07-02,,https://stackoverflow.com/questions/68224243
1645024,bcmills,recognized,2021-07-01,,https://stackoverflow.com/questions/68204832
8206,Eli Bendersky,recognized,2021-07-01,,https://stackoverflow.com/questions/68201487
8206,Eli Bendersky,recognized,2021-06-30,,https://stackoverflow.com/questions/68201882
5728991,Bayta Darell,recommendation,2016-04-14,2021-06-30,https://stackoverflow.com/questions/36625345
1645024,bcmills,recognized,2021-06-29,,https://stackoverflow.com/questions/67030123
1705598,icza,recognized,2021-06-30,,https://stackoverflow.com/questions/68192963
152948,hobbs,recommendation,2021-06-30,2021-06-30,https://stackoverflow.com/questions/68188487
11923999,Burak Serdar,recommendation,2021-06-29,2021-06-30,https://stackoverflow.com/questions/68184633
895931,Flowchartsman,recognized,2021-06-23,,https://stackoverflow.com/questions/68082073
1705598,icza,recognized,2021-06-29,,https://stackoverflow.com/questions/68178441
1645024,bcmills,recognized,2021-06-29,,https://stackoverflow.com/questions/68007393
1645024,bcmills,recognized,2021-06-29,,https://stackoverflow.com/questions/66793546
1645024,bcmills,recognized,2021-06-29,,https://stackoverflow.com/questions/66864059
1645024,bcmills,recognized,2021-06-29,,https://stackoverflow.com/questions/67100948
1645024,bcmills,recognized,2021-06-29,,https://stackoverflow.com/questions/67240596
1645024,bcmills,recognized,2021-06-29,,https://stackoverflow.com/questions/67224249
1645024,bcmills,recognized,2021-06-29,,https://stackoverflow.com/questions/67674280
1645024,bcmills,recognized,2021-06-28,,https://stackoverflow.com/questions/67896570
1645024,bcmills,recognized,2021-06-28,,https://stackoverflow.com/questions/68080035
1645024,bcmills,recognized,2021-06-28,,https://stackoverflow.com/questions/68125608
229044,user229044,recommendation,2021-06-28,2021-06-28,https://stackoverflow.com/questions/68162651
1592177,kabanek,recognized,2021-06-28,,https://stackoverflow.com/questions/33578338
1305696,Daniel,recommendation,2013-01-09,2021-06-29,https://stackoverflow.com/questions/14230145
1705598,icza,recognized,2021-06-28,,https://stackoverflow.com/questions/68161012
1705598,icza,recognized,2021-06-28,,https://stackoverflow.com/questions/68159623
1705598,icza,recognized,2021-06-26,,https://stackoverflow.com/questions/68141506
1705598,icza,recognized,2021-06-26,,https://stackoverflow.com/questions/68137460
223159,spf13,recognized,2021-06-25,,https://stackoverflow.com/questions/30191171
1645024,bcmills,recognized,2021-06-25,,https://stackoverflow.com/questions/62205877
1645024,bcmills,recognized,2021-06-25,,https://stackoverflow.com/questions/61531189
1645024,bcmills,recognized,2021-06-25,,https://stackoverflow.com/questions/60034819
1645024,bcmills,recognized,2021-06-25,,https://stackoverflow.com/questions/67830067
1645024,bcmills,recognized,2021-06-25,,https://stackoverflow.com/questions/67823264
1645024,bcmills,recognized,2021-06-24,,https://stackoverflow.com/questions/63587509
1645024,bcmills,recognized,2021-06-24,,https://stackoverflow.com/questions/67781378
1645024,bcmills,recognized,2021-06-24,,https://stackoverflow.com/questions/62520435
1645024,bcmills,recognized,2021-06-24,,https://stackoverflow.com/questions/63721953
1645024,bcmills,recognized,2021-06-24,,https://stackoverflow.com/questions/64462190
1645024,bcmills,recognized,2021-06-24,,https://stackoverflow.com/questions/65380852
1645024,bcmills,recognized,2021-06-24,,https://stackoverflow.com/questions/67156082
1645024,bcmills,recognized,2021-06-24,,https://stackoverflow.com/questions/67448535
16307897,Benny Siegert,recommendation,2021-06-24,2021-06-24,https://stackoverflow.com/questions/68118072
871134,Deleplace,recognized,2021-06-23,,https://stackoverflow.com/questions/68002731
8206,Eli Bendersky,recognized,2021-06-23,,https://stackoverflow.com/questions/68091345
8206,Eli Bendersky,recognized,2021-06-21,,https://stackoverflow.com/questions/68074107
8206,Eli Bendersky,recognized,2021-06-20,,https://stackoverflow.com/questions/68060034
1592177,kabanek,recognized,2021-06-17,,https://stackoverflow.com/questions/68025858
8206,Eli Bendersky,recognized,2021-06-17,,https://stackoverflow.com/questions/68024558
8206,Eli Bendersky,recognized,2021-06-16,,https://stackoverflow.com/questions/68010243
131264,Alexander,recommendation,2016-09-02,2021-07-09,https://stackoverflow.com/questions/8032170
4108803,blackgreen,recommendation,2021-04-06,2021-06-29,https://stackoverflow.com/questions/66964557
1705598,icza,recommendation,2015-08-05,2021-06-28,https://stackoverflow.com/questions/22892120
2338327,Dave Yarwood,recommendation,2021-02-28,2021-06-24,https://stackoverflow.com/questions/12518876
165293,Mostafa,recommendation,2012-03-16,2021-06-25,https://stackoverflow.com/questions/1821811
115363,Inanc Gumus,recommendation,2017-12-13,2021-06-24,https://stackoverflow.com/questions/1760757
462233,Fatih Arslan,recommendation,2013-04-04,2021-07-01,https://stackoverflow.com/questions/1877045
115363,Inanc Gumus,recommendation,2018-10-28,2021-06-24,https://stackoverflow.com/questions/21001387
1540902,dethtron5000,recommendation,2013-11-24,2021-06-24,https://stackoverflow.com/questions/20170275
827263,Keith Thompson,recommendation,2011-10-16,2021-06-24,https://stackoverflow.com/questions/7782411
694331,ANisus,recommendation,2013-09-03,2021-07-09,https://stackoverflow.com/questions/18594330
6309,VonC,recommendation,2014-07-01,2021-06-24,https://stackoverflow.com/questions/24512112
13860,Flimzy,recommendation,2019-06-18,2022-01-19,https://stackoverflow.com/questions/56641843
620399,Sonia,recommendation,2012-06-20,2021-06-24,https://stackoverflow.com/questions/11123865
13860,Flimzy,recommendation,2018-05-25,2022-01-03,https://stackoverflow.com/questions/50522658
221700,peterSO,recommendation,2014-07-24,2021-09-27,https://stackoverflow.com/questions/24929790
7426,Adrian,recommendation,2017-07-06,2021-07-09,https://stackoverflow.com/questions/44952719
2061590,Dmitri Goldring,recommendation,2016-07-24,2021-09-23,https://stackoverflow.com/questions/38547797
3058609,Adam Smith,recommendation,2015-12-19,2022-01-19,https://stackoverflow.com/questions/34376141
55504,Dave C,recommendation,2015-06-28,2021-07-09,https://stackoverflow.com/questions/31094751
-1,user1106925,recommendation,2013-04-27,2021-06-24,https://stackoverflow.com/questions/16248241
61008,marketer,recommendation,2010-01-12,2021-07-09,https://stackoverflow.com/questions/2050391
3186886,mraron,recommendation,2014-04-18,2021-10-05,https://stackoverflow.com/questions/23151827
2657550,Gustavo Niemeyer,recommendation,2013-11-14,2021-06-24,https://stackoverflow.com/questions/19979178
1550074,Alexander Bauer,recommendation,2013-09-26,2021-06-25,https://stackoverflow.com/questions/19038598
221700,peterSO,recommendation,2011-12-21,2021-10-11,https://stackoverflow.com/questions/8593645
1065241,zzzz,recommendation,2013-01-20,2021-06-28,https://stackoverflow.com/questions/14426366
34211,Andrew Hare,recommendation,2010-01-09,2021-06-24,https://stackoverflow.com/questions/2032149
218589,Klaus Byskov Pedersen,recommendation,2012-04-11,2021-06-24,https://stackoverflow.com/questions/10105935
